,movieId,viewers,recommand,v_check,wilson_lb
1350,106072,4247,380,4247,0.08936878769223704
29519,106074,1,0,1,0.0
37149,106076,37,19,37,0.5133275561855956
37161,106078,450,105,450,0.23317601207558547
39719,106080,1,0,1,0.0
22349,106082,3,1,3,0.33315797184765045
28374,106090,7,0,7,0.0
48175,106092,2,1,2,0.4998139765888565
16311,106094,242,60,242,0.2477732644410657
47682,106098,2,0,2,0.0
1046,106100,1519,1104,1519,0.7266281257754758
10468,106102,13,4,13,0.3075206203912732
39475,106107,6,5,6,0.8331946335218028
15110,106109,7,2,7,0.28554624175075455
16046,106111,9,4,9,0.4442595805818986
36421,106113,3,0,3,0.0
36423,106115,1,0,1,0.0
23875,106130,7,1,7,0.14272700301519542
40233,106134,13,1,13,0.07682399639082814
40061,106136,6,2,6,0.33315797184765045
15311,106138,18,9,18,0.4998139765888565
46978,106141,1,0,1,0.0
10565,106144,192,90,192,0.46856434459687596
21186,106147,7,2,7,0.28554624175075455
21980,106156,2,1,2,0.4998139765888565
21044,106158,5,1,5,0.1998512227909431
28811,106160,5,0,5,0.0
10773,106163,49,11,49,0.22433459904435038
11888,106165,69,29,69,0.4201062217842734
24879,106168,2,0,2,0.0
22100,106170,6,2,6,0.33315797184765045
22811,106173,1,1,1,0.9999998615811622
40516,106188,5,0,5,0.0
40504,106190,1,0,1,0.0
47366,106193,20,12,20,0.5998177211825851
8515,106195,123,75,123,0.6095745961132542
11151,106197,6365,3284,6365,0.5157606518897956
12487,106200,818,277,818,0.33845476021542453
29938,106202,2,2,2,0.9999998615811622
11701,106204,245,60,245,0.24473800442950225
36317,106208,7,2,7,0.28554624175075455
19974,106210,27,2,27,0.07397669714909154
17340,106212,64,33,64,0.51543906527998
19512,106214,11,0,11,0.0
11566,106220,422,112,422,0.26523859973574454
14976,106222,431,136,431,0.3153723668412211
47065,106224,5,2,5,0.3998177488663529
19444,106226,2,0,2,0.0
40146,106228,1203,267,1203,0.22179056993116936
28468,106230,2,0,2,0.0
47541,106232,3,0,3,0.0
12590,106234,44,14,44,0.31800855491657004
12474,106236,29,5,29,0.17227330158712176
23001,106238,3,2,3,0.6664912590413711
8874,106240,484,230,484,0.4750208204333908
16308,106243,16,6,16,0.3748199009081829
32458,106245,5,2,5,0.3998177488663529
43865,106250,3,1,3,0.33315797184765045
14159,106254,12,3,12,0.2498389336012441
36506,106256,2,1,2,0.4998139765888565
39659,106268,1,0,1,0.0
39651,106270,2,0,2,0.0
44460,106272,31,4,31,0.1289075860482254
43827,106275,3,0,3,0.0
40321,106277,4,2,4,0.4998139765888565
40417,106286,1,1,1,0.9999998615811622
32327,106295,1,0,1,0.0
22449,106297,45,18,45,0.3998177488663529
15769,106300,12,4,12,0.33315797184765045
16837,106302,21,9,21,0.4283873230299386
36466,106306,1,0,1,0.0
25689,106310,1,0,1,0.0
27487,106320,3,0,3,0.0
45106,106324,2,1,2,0.4998139765888565
26742,106326,21,9,21,0.4283873230299386
5220,106330,1184,483,1184,0.4077563588756547
10910,106332,19,5,19,0.26299409767265186
14797,106334,3,2,3,0.6664912590413711
26737,106336,1,0,1,0.0
39693,106342,6,4,6,0.6664912590413711
13050,106344,236,55,236,0.23289359255108336
39509,106346,2,1,2,0.4998139765888565
39530,106348,2,0,2,0.0
36544,106351,1,0,1,0.0
30073,106353,1,0,1,0.0
36507,106355,2,0,2,0.0
43895,106363,1,0,1,0.0
27484,106365,2,1,2,0.4998139765888565
19781,106369,4,1,4,0.2498389336012441
44605,106371,16,5,16,0.3123275776340434
19962,106374,8,1,8,0.1248770089751351
36482,106376,2,0,2,0.0
27631,106378,2,0,2,0.0
44821,106382,6,3,6,0.4998139765888565
44572,106384,10,1,10,0.09988844130711626
36498,106387,5,1,5,0.1998512227909431
32382,106389,1,0,1,0.0
40011,106391,2,2,2,0.9999998615811622
27410,106397,2,0,2,0.0
39964,106399,3,0,3,0.0
27373,106401,3,1,3,0.33315797184765045
32338,106403,3,1,3,0.33315797184765045
27424,106405,1,0,1,0.0
19806,106407,10,5,10,0.4998139765888565
44765,106415,13,5,13,0.38443439822382985
21993,106417,4,0,4,0.0
16625,106421,4,0,4,0.0
36455,106423,2,0,2,0.0
24073,106431,13,4,13,0.3075206203912732
44678,106434,3,0,3,0.0
27653,106436,5,0,5,0.0
3783,106438,152,61,152,0.40113343891637365
3742,106441,341,51,341,0.1494274791268011
14875,106443,4,2,4,0.4998139765888565
41291,106450,45,25,45,0.5553706763131389
5872,106452,2311,780,2311,0.33734032220926047
32732,106455,2,0,2,0.0
36087,106458,22,5,22,0.22711685128155526
44770,106460,1,0,1,0.0
29947,106462,21,12,21,0.5712444461129617
18745,106464,3,1,3,0.33315797184765045
36110,106466,9,0,9,0.0
44807,106468,22,13,22,0.5907261555213144
15171,106471,18,2,18,0.11099424189228674
14866,106473,335,184,335,0.5490686058741716
45004,106475,5,1,5,0.1998512227909431
44843,106483,1,1,1,0.9999998615811622
25515,106485,6,2,6,0.33315797184765045
749,106487,11610,1511,11610,0.13002129614601846
880,106489,945,536,945,0.5670114220299547
4017,106491,208,56,208,0.26906577604486454
27626,106493,1,0,1,0.0
32722,106495,2,0,2,0.0
18395,106498,50,17,50,0.3398237803025736
18943,106501,121,37,121,0.3056137343040711
15494,106503,3,1,3,0.33315797184765045
36048,106506,8,1,8,0.1248770089751351
11022,106508,2138,1125,2138,0.5260069318453828
18391,106510,114,48,114,0.4208689525823573
36124,106515,1,0,1,0.0
36139,106517,1,0,1,0.0
30734,106519,7,2,7,0.28554624175075455
32657,106521,8,2,8,0.2498389336012441
36132,106523,1,0,1,0.0
32650,106525,33,11,33,0.33315797184765045
43897,106527,3,0,3,0.0
36147,106529,11,1,11,0.09080219157865717
22919,106538,3,0,3,0.0
6283,106540,51,21,51,0.4115816141517216
10204,106542,32,7,32,0.2185962352741458
30687,106549,3,0,3,0.0
16065,106559,31,0,31,0.0
16618,106561,8,2,8,0.2498389336012441
41641,106563,17,1,17,0.058736050028825884
30343,106565,1,0,1,0.0
36027,106579,73,29,73,0.3970782342555774
43958,106581,22,4,22,0.18167472940053078
23162,106583,11,1,11,0.09080219157865717
17474,106590,4,1,4,0.2498389336012441
36034,106592,3,1,3,0.33315797184765045
22961,106594,12,4,12,0.33315797184765045
30431,106599,20,10,20,0.4998139765888565
41580,106607,171,62,171,0.3623942595253947
41243,106609,1,0,1,0.0
26700,106611,20,5,20,0.2498389336012441
26705,106614,5,1,5,0.1998512227909431
44129,106616,6,2,6,0.33315797184765045
36040,106618,6,0,6,0.0
24642,106620,4,2,4,0.4998139765888565
44168,106622,17,1,17,0.058736050028825884
15316,106624,18,3,18,0.1665280591343614
26906,106634,5,0,5,0.0
3374,106642,5270,4001,5270,0.7590439251195426
36249,106644,4,0,4,0.0
14136,106646,9,1,9,0.11099424189228674
16772,106648,2,0,2,0.0
51850,106672,2,0,2,0.0
41619,106674,2,0,2,0.0
25559,106676,8,5,8,0.6248198663034734
36058,106680,10,3,10,0.2998295344090003
36059,106682,9,4,9,0.4442595805818986
21267,106684,3,1,3,0.33315797184765045
36055,106686,2,1,2,0.4998139765888565
22909,106688,87,20,87,0.22972855290339225
32286,106690,8,1,8,0.1248770089751351
997,106696,1543,462,1543,0.2992463500379526
27341,106698,1,0,1,0.0
36187,106700,2,1,2,0.4998139765888565
36185,106702,9,0,9,0.0
27295,106704,1,0,1,0.0
51443,106718,1,0,1,0.0
29177,106722,3,2,3,0.6664912590413711
36279,106725,2,1,2,0.4998139765888565
15607,106727,24,11,24,0.458147962729464
32250,106729,2,0,2,0.0
22857,106734,4,0,4,0.0
27306,106736,5,2,5,0.3998177488663529
16519,106739,253,145,253,0.5729384961619602
26903,106741,5,1,5,0.1998512227909431
19922,106745,7,3,7,0.4283873230299386
24392,106747,11,2,11,0.18167472940053078
11415,106749,6166,3866,6166,0.6268067597595519
14023,106751,88,24,88,0.2725616087512901
32099,106753,2,0,2,0.0
9650,106762,22,3,22,0.1362360097828179
2938,106766,37,15,37,0.40522275454835527
25120,106768,19,4,19,0.2103746788899789
51686,106770,5,1,5,0.1998512227909431
390,106782,143,64,143,0.4473674576378341
5766,106785,179,14,179,0.07811245230330266
29175,106791,3,1,3,0.33315797184765045
41022,106794,8,2,8,0.2498389336012441
51176,106802,1,1,1,0.9999998615811622
51144,106808,2,0,2,0.0
36948,106820,4,0,4,0.0
40927,106822,2,0,2,0.0
53484,106824,1,0,1,0.0
36956,106832,9,4,9,0.4442595805818986
53378,106834,4,0,4,0.0
28130,106836,8,4,8,0.4998139765888565
10552,106839,27,11,27,0.40722461433996615
5699,106841,460,189,460,0.4106865336311666
17901,106848,5,1,5,0.1998512227909431
15023,106850,11,5,11,0.4543602077125543
16129,106852,34,14,34,0.4115816141517216
32155,106854,1,0,1,0.0
53452,106859,1,0,1,0.0
19371,106861,73,25,73,0.3422892261881976
21259,106863,6,1,6,0.1665280591343614
27262,106866,5,4,5,0.7998511397396404
18767,106868,1,0,1,0.0
10792,106870,33,5,33,0.15138180224731634
8786,106873,19,1,19,0.05254856395452002
26841,106877,3,0,3,0.0
16717,106879,58,24,58,0.4136098777423783
18321,106881,4,2,4,0.4998139765888565
15546,106883,7,1,7,0.14272700301519542
38099,106887,6,1,6,0.1665280591343614
7446,106889,324,174,324,0.5368515195534921
17262,106892,1682,733,1682,0.43560625106620493
19388,106895,1,0,1,0.0
28156,106897,4,2,4,0.4998139765888565
19991,106906,49,6,49,0.12232707353788155
16389,106910,8,1,8,0.1248770089751351
33311,106914,1,0,1,0.0
1556,106916,807,202,807,0.2501486564134058
1800,106918,5559,2498,5559,0.44917633601943524
708,106920,9674,7238,9674,0.7480295054388927
17397,106922,17,10,17,0.588052177960162
18353,106924,7,1,7,0.14272700301519542
16205,106927,18,6,18,0.33315797184765045
36860,106963,63,15,63,0.2379368130130828
52734,106965,1,0,1,0.0
24279,106967,6,0,6,0.0
25179,106970,2,0,2,0.0
38277,106972,1,0,1,0.0
36891,106981,2,0,2,0.0
8511,106983,16,4,16,0.2498389336012441
24284,106986,1,0,1,0.0
26521,106988,1,0,1,0.0
53694,106990,1,0,1,0.0
37868,106992,22,7,22,0.31800855491657004
53819,106994,1,0,1,0.0
38067,106996,3,1,3,0.33315797184765045
23290,106998,39,10,39,0.2562478355322964
17193,107000,56,38,56,0.6783976487269551
19686,107002,155,110,155,0.7095085141085259
19380,107004,3,0,3,0.0
38223,107011,4,1,4,0.2498389336012441
32904,107013,10,3,10,0.2998295344090003
53169,107015,1,0,1,0.0
10024,107017,17,8,17,0.47040253807277443
21671,107020,34,11,34,0.32335538421990084
29398,107022,210,158,210,0.7522203311324309
16051,107024,7,1,7,0.14272700301519542
24984,107028,14,0,14,0.0
24613,107032,2,1,2,0.4998139765888565
32898,107039,2,1,2,0.4998139765888565
15804,107042,10,4,10,0.3998177488663529
29467,107050,14,5,14,0.35696460791899887
13245,107052,2179,372,2179,0.17058057153393583
28272,107055,34,8,34,0.23513633853077678
11040,107057,154,82,154,0.532281897166198
36907,107059,16,3,16,0.1873548287706637
22655,107061,78,6,78,0.07682399639082814
52661,107065,1,0,1,0.0
25004,107067,2,0,2,0.0
3191,107069,12,4,12,0.33315797184765045
19935,107075,5,0,5,0.0
22671,107077,1,0,1,0.0
37130,107079,16,7,16,0.43731544426950414
15360,107081,43,19,43,0.4416757116272002
13780,107083,1012,479,1012,0.47313440340147983
22767,107085,25,10,25,0.3998177488663529
49205,107096,2,1,2,0.4998139765888565
26438,107098,4,0,4,0.0
37471,107100,3,0,3,0.0
21175,107102,23,7,23,0.3041766630158318
37496,107106,1,0,1,0.0
26409,107115,2,0,2,0.0
11960,107117,193,88,193,0.4557732549532971
38197,107128,4,0,4,0.0
10829,107130,64,10,64,0.15611496027809021
29389,107132,1,0,1,0.0
14227,107137,60,13,60,0.21651343242280585
2962,107141,353,60,353,0.16983197333330338
33167,107143,14,3,14,0.2141330933803973
26627,107145,4,0,4,0.0
37574,107147,2,0,2,0.0
37817,107153,2,0,2,0.0
37825,107155,1,0,1,0.0
37807,107157,2,0,2,0.0
17120,107159,9,5,9,0.5553706763131389
19780,107161,4,2,4,0.4998139765888565
28227,107172,1281,933,1281,0.7281717121972854
37703,107174,1,0,1,0.0
29097,107176,14,5,14,0.35696460791899887
32850,107178,1,0,1,0.0
37023,107183,4,2,4,0.4998139765888565
18381,107185,98,31,98,0.31615353863796375
19937,107188,21,3,21,0.14272700301519542
37760,107194,11,2,11,0.18167472940053078
11373,107196,20509,14315,20509,0.6978154042335168
37108,107199,3,0,3,0.0
36675,107202,1,0,1,0.0
39080,107204,1,0,1,0.0
29976,107207,7,0,7,0.0
23352,107209,4,1,4,0.2498389336012441
17290,107213,187,111,187,0.5934001386773027
26602,107215,1,0,1,0.0
25408,107217,2,1,2,0.4998139765888565
29949,107224,35,15,35,0.4283873230299386
48636,107226,1,0,1,0.0
33040,107230,2,2,2,0.9999998615811622
20564,107232,20,11,20,0.5498149021218333
49470,107234,1,0,1,0.0
25391,107236,5,0,5,0.0
37033,107238,20,0,20,0.0
39114,107241,5,2,5,0.3998177488663529
24654,107243,8,4,8,0.4998139765888565
37037,107246,205,130,205,0.6339671195761475
27791,107248,18,9,18,0.4998139765888565
37582,107252,4,2,4,0.4998139765888565
23384,107262,23,10,23,0.43459818352980867
19545,107264,21,2,21,0.09512893931510784
48985,107266,2,0,2,0.0
38948,107268,1,0,1,0.0
48877,107270,2,1,2,0.4998139765888565
18207,107274,8,0,8,0.0
22238,107278,2,0,2,0.0
38926,107281,1,0,1,0.0
27707,107295,4,0,4,0.0
33092,107297,1,1,1,0.9999998615811622
20001,107299,2,0,2,0.0
26614,107302,11,0,11,0.0
14986,107304,1581,525,1581,0.3318931169949572
17167,107306,22,3,22,0.1362360097828179
21501,107309,1,0,1,0.0
10237,107312,56,25,56,0.4462436262510005
6637,107314,91,9,91,0.09879008757394664
48371,107316,1,0,1,0.0
36671,107326,2,0,2,0.0
27748,107328,10,3,10,0.2998295344090003
15000,107334,15,0,15,0.0
23233,107338,1,0,1,0.0
23238,107342,3,1,3,0.33315797184765045
22594,107344,4,2,4,0.4998139765888565
23224,107346,31,4,31,0.1289075860482254
2906,107348,5853,2639,5853,0.4506947738876881
23225,107350,8,2,8,0.2498389336012441
17663,107352,4,0,4,0.0
17915,107354,15,6,15,0.3998177488663529
18872,107357,6191,3051,6191,0.4926261434711812
17965,107359,7,3,7,0.4283873230299386
18261,107361,9,4,9,0.4442595805818986
16231,107368,1,0,1,0.0
24019,107370,4,1,4,0.2498389336012441
27766,107372,2,0,2,0.0
18245,107380,68,18,68,0.2645417766148982
27728,107382,2,0,2,0.0
27982,107397,6,1,6,0.1665280591343614
18404,107400,169,104,169,0.6152035970502518
38541,107402,11,0,11,0.0
38524,107404,2,0,2,0.0
1523,107406,131,52,131,0.3967645497562918
10511,107408,5,1,5,0.1998512227909431
9410,107410,22,5,22,0.22711685128155526
7380,107412,623,350,623,0.5616131471443953
23935,107418,4,0,4,0.0
21672,107422,14,3,14,0.2141330933803973
29144,107424,3,1,3,0.33315797184765045
16088,107426,1,0,1,0.0
39296,107430,2,0,2,0.0
50500,107434,1,1,1,0.9999998615811622
9678,107436,218,54,218,0.2475458516230993
21387,107445,7,2,7,0.28554624175075455
12842,107447,40,16,40,0.3998177488663529
17954,107449,17700,10695,17700,0.6040553376415901
49887,107456,4,1,4,0.2498389336012441
49915,107458,2,0,2,0.0
36819,107460,2,1,2,0.4998139765888565
14320,107462,13553,7964,13553,0.5874358203145205
38451,107466,5,1,5,0.1998512227909431
23980,107469,1,0,1,0.0
16693,107477,56,18,56,0.3212548410193973
49958,107481,2,0,2,0.0
36796,107484,18,9,18,0.4998139765888565
38410,107499,30,11,30,0.36648739783770795
25275,107501,2,0,2,0.0
38417,107503,29,11,29,0.3791298386761234
25266,107505,1,0,1,0.0
19792,107516,26,11,26,0.42289312495643194
38713,107535,7,1,7,0.14272700301519542
14222,107537,29,18,29,0.6205091156095073
19526,107539,2,0,2,0.0
15438,107541,6,2,6,0.33315797184765045
23701,107543,1,0,1,0.0
38880,107546,1,0,1,0.0
36735,107548,1,1,1,0.9999998615811622
27865,107551,1,0,1,0.0
14933,107555,649,100,649,0.15394893330091644
13782,107557,3,0,3,0.0
16304,107559,64,28,64,0.43731544426950414
36743,107561,1,0,1,0.0
15268,107563,17,3,17,0.1763288013059125
9942,107565,13,1,13,0.07682399639082814
49819,107567,2,0,2,0.0
38459,107569,7,2,7,0.28554624175075455
49988,107573,1,1,1,0.9999998615811622
38455,107575,2,1,2,0.4998139765888565
36827,107577,1,0,1,0.0
26577,107579,2,0,2,0.0
49775,107581,2,1,2,0.4998139765888565
21738,107584,17,1,17,0.058736050028825884
31805,107589,10,6,10,0.5998177211825851
27781,107591,1,0,1,0.0
43266,107595,2,0,2,0.0
31822,107601,3,2,3,0.6664912590413711
31826,107603,1,0,1,0.0
29129,107610,1,0,1,0.0
21490,107612,57,17,57,0.29807543504440787
22500,107614,10,2,10,0.1998512227909431
20852,107617,6,0,6,0.0
29565,107619,10,0,10,0.0
36757,107621,2,0,2,0.0
50157,107623,1,0,1,0.0
16145,107625,58,21,58,0.36189017942058754
8184,107627,74,12,74,0.1620250726426578
15441,107630,11,3,11,0.2725616087512901
38668,107632,2,0,2,0.0
24121,107634,1,0,1,0.0
25330,107636,29,4,29,0.13780279258244985
50140,107638,2,0,2,0.0
22179,107640,98,49,98,0.4998139765888565
27966,107643,6,3,6,0.4998139765888565
29476,107645,7,2,7,0.28554624175075455
29504,107647,14,2,14,0.14272700301519542
9685,107649,30,1,30,0.03326661344908577
36598,107651,13,4,13,0.3075206203912732
13450,107653,35,2,35,0.05705656063022672
31165,107656,7,2,7,0.28554624175075455
20336,107658,56,28,56,0.4998139765888565
22356,107662,16,3,16,0.1873548287706637
43675,107664,1,0,1,0.0
50411,107667,143,14,143,0.0977915878421395
43610,107669,3,1,3,0.33315797184765045
28292,107671,18,3,18,0.1665280591343614
23735,107673,1148,284,1148,0.2472262587976964
20387,107675,127,22,127,0.17308759258410927
16633,107677,20,4,20,0.1998512227909431
21465,107682,21,2,21,0.09512893931510784
15305,107684,6,2,6,0.33315797184765045
43215,107686,23,2,23,0.08685174676684668
50985,107688,1,0,1,0.0
43591,107690,1,1,1,0.9999998615811622
22381,107692,29,12,29,0.4136098777423783
25301,107696,29,6,29,0.20674588330476293
43402,107698,6,0,6,0.0
17864,107700,12,4,12,0.33315797184765045
8512,107702,1,0,1,0.0
18552,107704,1,0,1,0.0
12763,107707,11,8,11,0.727107000379091
27077,107710,3,0,3,0.0
48495,107713,1,0,1,0.0
23837,107716,2,0,2,0.0
10115,107718,21,9,21,0.4283873230299386
16199,107723,14,4,14,0.28554624175075455
21454,107725,465,229,465,0.4922871169894016
36666,107730,2,0,2,0.0
41801,107732,3,2,3,0.6664912590413711
36663,107735,1,0,1,0.0
14610,107737,10,5,10,0.4998139765888565
25309,107740,6,1,6,0.1665280591343614
17271,107743,4,0,4,0.0
17150,107745,6,1,6,0.1665280591343614
23869,107747,19,4,19,0.2103746788899789
36658,107752,3076,2125,3076,0.6906602816460993
36652,107754,3,1,3,0.33315797184765045
11371,107756,14093,6388,14093,0.45308947248179
22308,107758,29,7,29,0.24122013994410219
23853,107762,1,0,1,0.0
36695,107765,1,1,1,0.9999998615811622
30573,107767,2,1,2,0.4998139765888565
8666,107769,14,4,14,0.28554624175075455
3778,107771,226,118,226,0.5219380495255207
29903,107778,4,2,4,0.4998139765888565
16771,107780,10,1,10,0.09988844130711626
31352,107782,2,1,2,0.4998139765888565
30785,107827,1,0,1,0.0
49571,107836,1,0,1,0.0
21763,107840,27,6,27,0.22206758602924984
27364,107842,2,0,2,0.0
22498,107846,6,0,6,0.0
18603,107848,2,0,2,0.0
53841,107851,1,0,1,0.0
42917,107853,69,40,69,0.5795264895725746
36975,107855,12,4,12,0.33315797184765045
27421,107858,32,14,32,0.43731544426950414
52774,107860,2,0,2,0.0
42619,107863,55,13,55,0.23620560948375127
27001,107865,18,6,18,0.33315797184765045
36883,107867,1,0,1,0.0
52722,107869,4,1,4,0.2498389336012441
30236,107875,16,5,16,0.3123275776340434
23543,107877,20,3,20,0.14986720115008817
27679,107879,1,0,1,0.0
27636,107881,1,0,1,0.0
6523,107883,25,6,25,0.2398411410634232
20478,107885,2,0,2,0.0
53114,107888,5,1,5,0.1998512227909431
21495,107890,15,4,15,0.2665021736660294
42385,107894,1,1,1,0.9999998615811622
31406,107897,95,11,95,0.11567048217762634
52615,107899,1,1,1,0.9999998615811622
20377,107901,13,1,13,0.07682399639082814
42606,107903,2,1,2,0.4998139765888565
42229,107906,18,1,18,0.05547039547805857
12101,107910,150,22,150,0.14653509532941264
30485,107912,2,0,2,0.0
20806,107914,8,4,8,0.4998139765888565
11363,107916,15,0,15,0.0
42195,107919,1,0,1,0.0
27007,107928,93,48,93,0.5159431034259115
30185,107943,30,8,30,0.2665021736660294
41875,107945,30,16,30,0.5331477191538699
31419,107947,34,12,34,0.3527634013738062
13295,107949,12,2,12,0.1665280591343614
21779,107951,4,0,4,0.0
9043,107953,60,41,60,0.6831602406309346
36990,107955,1,0,1,0.0
